inputId,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
26379,high,0,2,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26380,high,0,2,1,36-60,pay duly,1-3 months,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26381,low,0,3,1,36-60,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26382,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26383,high,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26384,high,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26385,high,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,0
26386,high,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26387,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,medium,low,0
26388,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26389,medium,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26390,low,0,2,2,36-60,1-3 months,pay duly,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,1
26391,high,0,2,1,36-60,1-3 months,pay duly,1-3 months,pay duly,pay duly,pay duly,medium,low,low,low,low,low,low,0
26392,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26393,low,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26394,low,0,3,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26395,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26396,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,medium,low,low,0
26397,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26398,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26399,high,0,1,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26400,high,0,1,1,36-60,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26401,high,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,low,low,low,0
26402,medium,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26403,high,0,1,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26404,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26405,medium,0,1,2,36-60,1-3 months,pay duly,pay duly,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,0
26406,high,0,1,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,medium,medium,0
26407,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,low,low,low,0
26408,high,0,2,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26409,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26410,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26411,high,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
26412,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,>3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26413,medium,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26414,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26415,high,0,1,1,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26416,high,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26417,high,0,1,2,36-60,1-3 months,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,medium,high,low,low,low,low,low,0
26418,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,0
26419,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26420,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,medium,low,low,1
26421,medium,0,2,2,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26422,high,0,1,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26423,high,0,1,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
26424,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26425,medium,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26426,medium,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26427,high,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26428,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26429,high,0,1,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26430,high,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26431,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26432,high,0,1,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26433,high,0,1,1,36-60,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26434,high,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26435,medium,0,2,2,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26436,medium,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,low,low,low,0
26437,high,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26438,low,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26439,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26440,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26441,high,0,1,2,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26442,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26443,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26444,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26445,medium,0,2,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26446,medium,0,2,1,36-60,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,1-3 months,medium,low,medium,low,low,low,low,1
26447,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,medium,0
26448,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26449,medium,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26450,high,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26451,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26452,high,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26453,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,medium,low,low,low,low,low,low,1
26454,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26455,high,0,1,2,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26456,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,1
26457,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26458,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26459,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26460,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26461,high,0,3,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,medium,low,low,0
26462,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26463,high,0,3,1,36-60,pay duly,pay duly,pay duly,1-3 months,pay duly,1-3 months,low,low,low,low,low,low,low,1
26464,low,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26465,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26466,high,0,2,2,36-60,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,medium,low,low,low,1
26467,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26468,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26469,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26470,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26471,medium,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26472,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26473,high,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26474,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26475,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26476,high,0,3,2,36-60,pay duly,pay duly,1-3 months,pay duly,1-3 months,pay duly,low,medium,low,low,low,low,low,0
26477,medium,0,3,1,>60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26478,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26479,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,1
26480,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26481,medium,0,3,2,36-60,1-3 months,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,medium,medium,low,low,low,low,low,0
26482,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26483,low,0,1,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26484,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,medium,low,low,low,medium,low,low,1
26485,high,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26486,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26487,medium,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26488,low,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
26489,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26490,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26491,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26492,medium,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26493,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26494,high,0,1,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26495,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26496,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26497,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26498,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
26499,low,0,3,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26500,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26501,medium,0,3,1,>60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26502,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26503,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,medium,low,low,low,low,low,low,0
26504,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26505,medium,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26506,medium,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26507,high,0,1,2,36-60,pay duly,pay duly,1-3 months,pay duly,1-3 months,1-3 months,low,medium,low,low,low,low,low,0
26508,medium,0,3,1,>60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26509,high,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26510,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26511,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26512,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26513,high,0,1,1,>60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26514,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26515,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26516,high,0,2,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26517,medium,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26518,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26519,low,0,1,1,36-60,pay duly,1-3 months,pay duly,1-3 months,pay duly,1-3 months,low,low,low,low,low,low,low,0
26520,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26521,medium,0,3,1,36-60,pay duly,pay duly,pay duly,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26522,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26523,medium,0,2,2,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26524,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26525,low,0,2,1,36-60,1-3 months,1-3 months,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26526,medium,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26527,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26528,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26529,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26530,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26531,low,0,6,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26532,medium,0,2,1,>60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26533,high,0,3,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26534,low,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26535,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26536,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26537,high,0,1,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26538,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26539,medium,0,3,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26540,medium,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26541,low,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26542,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26543,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26544,medium,0,3,1,>60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26545,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26546,high,0,5,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26547,high,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26548,medium,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26549,high,0,2,1,36-60,pay duly,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,medium,low,low,low,0
26550,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26551,medium,0,2,3,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26552,high,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26553,high,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,medium,low,low,low,low,low,low,0
26554,low,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26555,low,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26556,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26557,medium,0,1,1,36-60,pay duly,pay duly,1-3 months,pay duly,pay duly,1-3 months,low,low,low,medium,low,low,low,0
26558,low,0,3,3,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26559,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26560,low,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26561,medium,0,3,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26562,medium,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
26563,low,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26564,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26565,high,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26566,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26567,medium,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26568,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26569,high,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,1
26570,high,0,1,1,36-60,pay duly,pay duly,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26571,high,0,3,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26572,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26573,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26574,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26575,low,0,3,2,36-60,pay duly,pay duly,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26576,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
26577,high,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26578,high,0,1,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26579,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26580,high,0,3,3,36-60,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26581,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26582,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26583,high,1,1,1,≤35,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,medium,low,low,low,0
26584,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26585,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26586,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26587,medium,1,1,2,≤35,1-3 months,pay duly,pay duly,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26588,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26589,high,0,2,2,36-60,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
