inputId,Age_in_years,Credit_amount,Credit_history,Duration_in_month,Housing,Installment_rate_in_percentage_of_disposable_income,Job,Number_of_existing_credits_at_this_bank,Number_of_people_being_liable_to_provide_maintenance_for,Other_installment_plans,Personal_status_and_sex,Present_employment_since,Present_residence_since,Property,Purpose,Savings_account_bonds,Status_of_existing_checking_account,Telephone,_Other_debtors_or_guarantors,foreign_worker,good_3_bad_2_customer,groups
698,1,5129,A31,9,A153,2,A174,1,2,A141,A92,A75,4,A124,A41,A61,A12,0,A101,A201,0,1
699,1,802,A32,15,A152,4,A173,1,2,A143,A93,A75,3,A123,A43,A61,A12,1,A101,A201,0,1
700,1,3108,A32,30,A152,2,A172,1,1,A143,A91,A72,4,A122,A42,A61,A11,1,A101,A201,0,1
701,0,7472,A32,12,A151,1,A171,1,1,A143,A92,A71,2,A121,A40,A65,A12,1,A101,A201,1,0
702,1,1330,A32,12,A152,4,A173,1,1,A143,A93,A72,1,A121,A40,A61,A13,1,A101,A201,1,1
703,0,806,A32,15,A152,4,A172,1,1,A143,A92,A73,4,A122,A49,A61,A11,1,A101,A201,1,0
704,1,1480,A34,12,A153,2,A171,3,1,A141,A93,A71,4,A124,A40,A63,A13,1,A101,A201,1,1
705,1,1938,A32,24,A152,4,A173,1,1,A143,A91,A72,3,A122,A43,A61,A11,1,A101,A201,0,1
706,1,2507,A32,9,A153,2,A172,1,1,A143,A93,A75,4,A124,A40,A63,A14,1,A101,A201,1,1
707,0,11590,A34,48,A151,2,A172,2,1,A141,A92,A73,4,A123,A41,A62,A14,1,A101,A201,0,0
708,1,2476,A32,21,A152,4,A174,1,1,A143,A93,A75,4,A121,A41,A65,A14,0,A101,A201,1,1
709,1,918,A32,9,A152,4,A173,1,1,A143,A92,A73,1,A122,A42,A61,A12,1,A101,A201,0,1
710,1,10297,A32,48,A153,4,A173,3,2,A142,A93,A74,4,A124,A41,A61,A11,0,A101,A201,0,1
711,1,5248,A32,21,A152,1,A173,1,1,A143,A93,A73,3,A123,A41,A65,A14,1,A101,A201,1,1
712,1,1924,A32,18,A151,4,A173,1,1,A143,A92,A72,3,A121,A42,A65,A12,1,A101,A201,0,1
713,1,2427,A33,18,A152,4,A173,2,1,A143,A93,A75,2,A122,A49,A65,A12,1,A101,A201,1,1
714,1,3229,A34,18,A152,2,A174,1,1,A143,A93,A71,4,A124,A41,A65,A14,0,A101,A201,1,1
715,1,3590,A34,18,A152,3,A171,3,2,A143,A94,A71,3,A123,A49,A61,A12,0,A101,A201,1,1
716,1,3074,A34,9,A152,1,A173,2,2,A143,A93,A73,2,A121,A43,A65,A14,1,A101,A201,1,1
717,1,1919,A34,9,A151,4,A173,1,1,A143,A93,A74,3,A123,A42,A61,A12,0,A101,A201,1,1
718,1,2197,A34,24,A152,4,A173,2,2,A143,A93,A74,4,A123,A41,A65,A14,0,A101,A201,1,1
719,1,727,A32,10,A153,4,A173,1,1,A143,A93,A75,4,A124,A46,A63,A14,0,A101,A201,1,1
720,1,571,A34,21,A152,4,A173,2,1,A143,A93,A75,4,A121,A40,A61,A11,1,A101,A201,1,1
721,0,1275,A32,15,A151,4,A173,1,1,A143,A92,A73,2,A123,A44,A65,A11,1,A101,A201,0,0
722,1,3850,A34,18,A152,3,A173,2,1,A143,A93,A74,1,A123,A41,A61,A14,1,A101,A201,1,1
723,1,3914,A32,48,A152,4,A173,1,1,A141,A91,A73,2,A121,A49,A65,A14,1,A101,A201,0,1
724,1,8358,A30,48,A152,1,A173,2,1,A143,A92,A72,1,A123,A40,A63,A12,1,A101,A201,1,1
725,1,5179,A32,36,A152,4,A173,1,1,A143,A93,A74,2,A122,A42,A61,A11,1,A101,A201,0,1
726,1,2225,A33,36,A153,4,A173,2,1,A141,A93,A75,4,A124,A40,A61,A12,0,A101,A201,0,1
727,1,2445,A32,12,A151,2,A173,1,1,A143,A94,A72,4,A123,A41,A65,A14,0,A101,A201,1,1
728,1,1750,A31,6,A152,2,A172,1,2,A141,A93,A75,4,A122,A43,A63,A14,1,A101,A201,1,1
729,1,1908,A33,30,A152,4,A174,1,1,A143,A93,A75,4,A121,A49,A61,A13,0,A101,A201,0,1
730,1,2278,A30,18,A152,3,A173,2,1,A143,A92,A72,3,A123,A40,A62,A12,1,A101,A201,0,1
731,0,1484,A32,12,A152,2,A173,1,1,A143,A94,A73,1,A121,A43,A65,A12,0,A101,A201,0,0
732,1,1552,A32,24,A152,3,A173,1,2,A141,A93,A74,1,A123,A43,A61,A14,1,A101,A201,1,1
733,0,1967,A32,24,A152,4,A173,1,1,A143,A92,A75,4,A123,A43,A61,A12,0,A101,A201,1,0
734,1,1574,A32,12,A152,4,A173,1,1,A143,A93,A73,2,A121,A42,A61,A14,1,A101,A201,1,1
735,0,1961,A32,18,A152,3,A174,1,1,A143,A92,A75,2,A123,A40,A61,A13,1,A101,A201,1,0
736,1,1343,A34,6,A152,1,A173,2,2,A143,A93,A75,4,A121,A40,A61,A13,1,A101,A202,1,1
737,1,2028,A34,24,A152,2,A172,2,1,A143,A93,A74,2,A122,A42,A61,A14,1,A101,A201,1,1
738,1,2697,A32,9,A152,1,A173,1,2,A143,A93,A73,2,A121,A43,A61,A14,1,A101,A201,1,1
739,1,1299,A34,6,A152,1,A171,3,2,A143,A93,A73,1,A121,A40,A61,A13,1,A101,A202,1,1
740,1,10222,A32,48,A152,4,A173,1,1,A142,A93,A74,3,A123,A43,A65,A14,0,A101,A201,1,1
741,1,4611,A32,6,A152,1,A173,1,1,A143,A92,A72,4,A122,A42,A61,A14,1,A101,A201,0,1
742,1,4843,A34,12,A151,3,A173,2,1,A143,A93,A75,4,A122,A40,A61,A11,0,A102,A201,0,1
743,0,6187,A34,30,A151,1,A173,2,1,A143,A94,A74,4,A123,A41,A62,A11,1,A101,A201,1,0
744,1,1213,A32,15,A152,4,A173,1,1,A142,A93,A75,3,A122,A43,A63,A14,0,A101,A201,1,1
745,1,2303,A32,24,A152,4,A173,1,1,A143,A93,A75,1,A121,A40,A61,A11,1,A102,A201,0,1
746,0,448,A32,6,A152,4,A173,1,1,A143,A92,A72,4,A122,A46,A61,A11,1,A101,A201,0,0
747,1,1393,A32,12,A152,4,A173,3,2,A141,A93,A75,4,A122,A46,A61,A14,0,A101,A201,1,1
748,1,2864,A32,18,A152,2,A172,1,2,A143,A93,A73,1,A121,A42,A61,A13,1,A101,A201,0,1
749,1,4716,A34,6,A152,1,A172,2,2,A143,A93,A72,3,A121,A40,A65,A11,1,A101,A201,1,1
750,1,368,A32,6,A152,4,A173,1,1,A143,A93,A75,4,A122,A43,A65,A12,1,A101,A201,1,1
751,1,1361,A34,6,A152,2,A172,1,2,A143,A93,A72,4,A121,A40,A61,A11,1,A101,A202,1,1
752,1,2171,A32,12,A152,2,A173,1,1,A141,A92,A72,2,A123,A43,A61,A14,1,A101,A201,1,1
753,1,1569,A31,15,A152,4,A172,1,2,A141,A93,A75,4,A123,A43,A62,A14,1,A101,A201,1,1
754,0,2511,A32,15,A151,1,A173,1,1,A143,A92,A71,4,A123,A40,A61,A11,1,A101,A201,1,0
755,1,4686,A32,36,A153,2,A174,1,1,A143,A93,A73,2,A124,A41,A61,A14,0,A101,A201,1,1
756,1,1538,A32,6,A152,1,A173,1,1,A143,A92,A72,2,A124,A46,A61,A14,1,A101,A201,1,1
757,1,3343,A34,15,A153,4,A173,1,1,A143,A93,A73,2,A124,A42,A61,A14,0,A101,A201,1,1
758,1,662,A32,6,A152,3,A172,1,2,A143,A93,A72,4,A121,A40,A61,A11,0,A101,A201,1,1
759,1,939,A34,12,A152,4,A173,3,1,A143,A94,A74,2,A121,A40,A63,A13,0,A101,A201,0,1
760,0,741,A32,12,A152,4,A173,1,1,A143,A92,A71,3,A122,A44,A62,A11,1,A101,A201,0,0
761,1,10875,A33,36,A152,2,A173,2,2,A143,A93,A75,2,A123,A40,A61,A14,0,A101,A201,1,1
762,0,4272,A34,20,A152,1,A173,2,1,A143,A92,A75,4,A122,A42,A61,A11,1,A101,A201,1,0
763,1,1092,A32,12,A152,4,A173,2,1,A143,A92,A73,4,A121,A43,A61,A12,0,A103,A201,1,1
764,1,3622,A32,30,A151,4,A173,2,1,A143,A92,A75,4,A122,A42,A64,A11,0,A101,A201,1,1
765,1,1413,A32,24,A152,4,A173,1,1,A143,A94,A73,2,A122,A43,A61,A14,1,A101,A201,1,1
766,1,1209,A33,6,A152,4,A174,1,1,A143,A93,A71,4,A122,A40,A61,A12,0,A101,A201,0,1
767,1,804,A32,12,A152,4,A173,1,1,A143,A93,A75,4,A123,A43,A61,A14,1,A101,A201,1,1
768,1,3566,A31,48,A152,4,A173,1,1,A143,A93,A74,2,A123,A49,A62,A12,1,A101,A201,1,1
769,1,960,A33,15,A152,3,A173,2,1,A143,A92,A74,2,A122,A42,A64,A14,1,A101,A201,1,1
770,0,1553,A33,24,A151,3,A173,2,1,A143,A92,A74,2,A122,A43,A62,A12,0,A101,A201,1,0
771,0,900,A32,12,A152,4,A173,1,1,A143,A94,A73,2,A123,A40,A65,A11,1,A101,A201,0,0
772,1,2247,A33,12,A152,2,A173,2,1,A142,A92,A73,2,A123,A40,A61,A13,0,A101,A201,1,1
773,1,802,A33,14,A152,4,A172,2,1,A143,A93,A73,2,A123,A40,A61,A14,1,A101,A201,1,1
774,1,1872,A34,6,A153,4,A174,3,1,A143,A93,A71,4,A124,A42,A61,A11,0,A101,A201,1,1
775,1,731,A34,8,A152,4,A172,2,1,A143,A93,A75,4,A121,A40,A61,A11,1,A101,A201,1,1
776,1,682,A34,12,A152,4,A173,2,1,A143,A92,A74,3,A123,A40,A62,A14,0,A101,A201,1,1
777,1,8588,A32,39,A152,4,A174,1,1,A143,A93,A75,2,A123,A41,A62,A14,0,A101,A201,1,1
778,0,4281,A34,33,A152,1,A173,2,1,A143,A92,A73,4,A123,A42,A63,A11,1,A101,A201,0,0
779,1,1532,A34,15,A152,4,A173,1,1,A143,A92,A73,3,A123,A46,A62,A14,1,A101,A201,1,1
780,1,1288,A34,9,A152,3,A173,2,2,A143,A93,A75,4,A121,A45,A62,A11,1,A103,A202,1,1
781,1,6331,A34,48,A153,4,A173,2,1,A143,A93,A75,4,A124,A41,A61,A11,0,A101,A201,0,1
782,1,6527,A32,60,A153,4,A173,1,2,A143,A93,A73,4,A124,A40,A65,A14,0,A101,A201,1,1
783,1,766,A32,12,A152,4,A172,1,1,A143,A93,A73,3,A121,A43,A63,A12,1,A101,A201,0,1
784,1,3448,A32,5,A152,1,A172,1,1,A143,A93,A74,4,A121,A49,A61,A14,1,A101,A201,1,1
785,0,5951,A32,48,A152,2,A173,1,1,A143,A92,A73,2,A121,A43,A61,A12,1,A101,A201,0,0
786,1,4439,A32,18,A152,1,A174,1,1,A141,A93,A75,1,A121,A49,A61,A12,0,A102,A201,1,1
787,1,7758,A34,24,A151,2,A173,1,1,A143,A92,A75,4,A124,A41,A64,A12,1,A101,A201,1,1
788,1,1240,A32,10,A153,1,A172,1,2,A143,A92,A75,4,A124,A40,A62,A13,1,A101,A201,0,1
789,1,2118,A32,9,A152,2,A172,1,2,A143,A93,A73,2,A121,A43,A61,A12,1,A101,A201,1,1
790,1,5842,A34,36,A152,2,A173,2,2,A143,A93,A75,2,A122,A41,A61,A14,0,A101,A201,1,1
791,1,1301,A32,18,A152,4,A172,1,1,A143,A94,A75,2,A121,A43,A61,A12,1,A103,A201,1,1
792,1,5954,A34,30,A152,3,A173,1,1,A143,A93,A74,2,A123,A43,A61,A14,1,A102,A201,1,1
793,1,2134,A34,9,A152,4,A173,3,1,A143,A93,A73,4,A123,A40,A61,A14,0,A101,A201,1,1
794,0,1747,A32,24,A152,4,A172,1,1,A143,A93,A72,1,A122,A42,A61,A11,1,A102,A202,1,0
795,1,4221,A30,30,A152,2,A173,2,1,A143,A92,A73,1,A123,A49,A61,A12,1,A101,A201,1,1
796,1,1386,A32,15,A151,4,A173,1,1,A143,A94,A73,2,A121,A43,A65,A14,0,A101,A201,1,1
797,1,1582,A34,18,A152,4,A173,2,1,A143,A93,A75,4,A123,A43,A64,A14,1,A101,A201,1,1
798,1,1410,A30,12,A152,2,A172,1,1,A143,A93,A73,2,A121,A48,A61,A12,0,A101,A201,1,1
799,1,4795,A32,36,A152,4,A174,1,1,A143,A92,A72,1,A124,A43,A61,A12,0,A101,A201,1,1
800,1,2069,A34,10,A152,2,A173,2,1,A143,A94,A73,1,A123,A42,A65,A14,1,A101,A202,1,1
801,1,12976,A32,18,A153,3,A174,1,1,A143,A92,A71,4,A124,A41,A61,A12,0,A101,A201,0,1
802,1,7374,A34,18,A152,4,A174,2,1,A142,A93,A71,4,A122,A42,A61,A12,0,A101,A201,1,1
803,1,2108,A32,6,A151,2,A173,1,1,A143,A94,A74,2,A121,A43,A61,A14,1,A101,A201,1,1
804,1,1225,A32,10,A152,2,A173,1,1,A143,A93,A73,2,A123,A44,A61,A13,0,A101,A201,1,1
805,1,4169,A32,24,A152,4,A173,1,1,A143,A93,A73,4,A122,A42,A61,A11,1,A101,A201,1,1
806,1,4796,A34,42,A153,4,A173,1,1,A143,A93,A75,4,A124,A41,A61,A13,1,A101,A201,1,1
807,1,1376,A32,24,A152,4,A173,1,1,A143,A92,A74,1,A123,A43,A63,A14,1,A101,A201,1,1
808,1,2578,A34,24,A152,2,A173,1,1,A143,A93,A75,2,A123,A43,A64,A14,1,A101,A201,1,1
809,1,1521,A32,10,A152,4,A172,1,1,A143,A91,A73,2,A123,A42,A61,A12,1,A101,A201,1,1
810,1,1154,A34,9,A152,2,A172,3,1,A143,A93,A75,4,A121,A43,A61,A12,1,A101,A201,1,1
811,0,1206,A32,9,A152,4,A173,1,1,A143,A92,A75,4,A121,A43,A61,A12,1,A101,A201,1,0
812,0,4675,A32,12,A151,1,A173,1,1,A143,A92,A72,4,A123,A41,A65,A14,1,A101,A201,1,0
813,1,2404,A34,18,A152,2,A173,2,1,A143,A92,A73,2,A123,A43,A61,A14,1,A101,A201,1,1
814,0,1943,A32,18,A152,4,A173,1,1,A143,A92,A72,4,A121,A45,A61,A14,1,A101,A201,0,0
815,1,3590,A32,12,A152,2,A172,1,2,A143,A93,A73,2,A122,A42,A61,A11,1,A102,A201,1,1
816,1,1262,A32,15,A152,4,A173,2,1,A143,A93,A74,3,A122,A44,A63,A14,0,A101,A201,1,1
817,1,3394,A34,42,A152,4,A171,2,1,A143,A93,A71,4,A123,A45,A61,A11,1,A102,A201,1,1
818,0,2969,A30,12,A151,4,A173,2,1,A143,A92,A72,3,A122,A42,A61,A12,1,A101,A201,0,0
819,0,1237,A32,8,A152,3,A173,1,1,A143,A92,A73,4,A121,A42,A61,A12,1,A101,A201,0,0
820,1,1493,A32,12,A152,4,A173,1,2,A143,A92,A72,3,A123,A43,A61,A14,1,A101,A201,1,1
821,1,4297,A33,18,A152,4,A174,1,1,A143,A91,A75,3,A124,A42,A61,A12,0,A101,A201,0,1
822,1,1386,A32,12,A152,2,A173,1,1,A143,A92,A73,2,A122,A40,A63,A14,1,A101,A201,0,1
823,1,9034,A32,36,A151,4,A174,1,1,A143,A93,A72,1,A124,A42,A62,A12,0,A102,A201,0,1
824,1,1655,A34,12,A152,2,A172,2,1,A143,A93,A75,4,A121,A43,A61,A14,0,A101,A201,1,1
825,0,7127,A34,36,A151,2,A173,2,1,A143,A92,A72,4,A122,A42,A61,A14,0,A101,A201,0,0
826,1,1820,A32,18,A152,2,A174,1,1,A143,A94,A73,2,A122,A40,A61,A14,0,A101,A201,1,1
827,0,841,A32,12,A151,2,A172,1,1,A143,A92,A74,4,A121,A49,A62,A12,1,A101,A201,1,0
828,1,1204,A30,6,A151,4,A173,1,1,A141,A93,A73,1,A124,A40,A62,A14,1,A101,A202,1,1
829,1,6468,A32,20,A152,1,A174,1,1,A143,A91,A71,4,A121,A41,A65,A12,0,A101,A201,1,1
830,0,1366,A32,9,A151,3,A173,1,1,A143,A92,A72,4,A122,A43,A61,A11,1,A101,A201,0,0
831,1,11998,A32,30,A152,1,A172,1,1,A143,A91,A72,1,A124,A45,A61,A11,0,A101,A201,0,1
832,1,1131,A32,18,A152,4,A173,1,1,A143,A92,A71,2,A123,A42,A61,A11,1,A101,A201,0,1
833,1,1597,A32,10,A151,3,A172,1,2,A143,A93,A73,2,A124,A40,A63,A14,1,A101,A202,1,1
834,1,2613,A30,36,A152,4,A173,2,1,A143,A93,A73,2,A123,A45,A61,A14,1,A101,A201,1,1
835,0,2788,A34,15,A152,2,A173,2,1,A141,A92,A74,3,A123,A42,A61,A14,1,A102,A201,1,0
836,1,781,A34,10,A153,4,A173,2,1,A143,A93,A75,4,A124,A40,A61,A13,0,A101,A201,1,1
837,1,1391,A32,9,A152,2,A173,1,1,A141,A94,A73,1,A121,A49,A61,A12,0,A101,A201,1,1
838,1,1163,A34,12,A152,4,A173,1,1,A143,A93,A73,4,A121,A40,A63,A14,0,A101,A201,1,1
839,1,1953,A30,36,A153,4,A174,1,1,A143,A93,A75,4,A124,A49,A61,A12,0,A101,A201,0,1
840,1,7596,A34,30,A152,1,A173,2,1,A143,A93,A75,4,A123,A41,A65,A14,1,A101,A201,1,1
841,1,909,A32,36,A152,4,A173,1,1,A143,A93,A75,4,A122,A40,A63,A14,1,A101,A201,1,1
842,1,4272,A33,30,A152,2,A172,2,1,A143,A93,A73,2,A122,A49,A62,A14,1,A101,A201,1,1
843,1,1038,A34,10,A152,4,A173,2,1,A143,A93,A74,3,A122,A40,A61,A11,0,A102,A201,1,1
844,1,1285,A32,24,A151,4,A173,1,1,A143,A92,A74,4,A124,A40,A65,A11,1,A101,A201,0,1
845,0,14555,A32,6,A152,1,A171,1,1,A143,A93,A71,2,A122,A40,A65,A12,0,A101,A201,0,0
846,1,2580,A33,21,A152,4,A172,1,2,A141,A93,A72,2,A121,A49,A63,A14,1,A101,A201,0,1
847,1,1880,A34,18,A152,4,A174,2,1,A143,A94,A74,1,A122,A43,A61,A11,0,A101,A201,1,1
848,0,2288,A34,21,A152,4,A173,1,1,A143,A92,A72,4,A122,A42,A61,A14,0,A101,A201,1,0
849,1,3780,A34,18,A152,3,A174,2,1,A143,A91,A72,2,A123,A42,A61,A14,0,A101,A201,1,1
850,1,727,A32,12,A152,4,A172,1,1,A143,A94,A72,3,A124,A43,A62,A11,0,A101,A201,0,1
851,1,15857,A32,36,A152,2,A174,1,1,A143,A91,A71,3,A123,A410,A61,A11,1,A102,A201,1,1
852,0,4933,A34,39,A152,2,A173,2,1,A143,A93,A74,2,A121,A43,A61,A12,1,A103,A201,0,0
853,1,1237,A34,6,A152,1,A173,2,1,A143,A92,A73,1,A122,A43,A62,A14,1,A101,A201,1,1
854,1,1255,A34,12,A152,4,A172,2,1,A143,A93,A75,4,A121,A40,A61,A14,1,A101,A201,1,1
855,1,760,A32,8,A152,4,A172,1,1,A143,A92,A74,2,A121,A43,A61,A12,1,A103,A201,1,1
856,1,1345,A32,18,A152,4,A173,1,1,A141,A94,A73,3,A121,A43,A61,A11,1,A101,A201,0,1
857,1,3380,A34,4,A152,1,A173,1,2,A143,A92,A74,1,A121,A40,A61,A14,1,A101,A201,1,1
858,1,18424,A30,48,A152,1,A174,1,1,A141,A92,A73,2,A122,A410,A61,A12,0,A101,A202,0,1
859,1,4526,A34,24,A152,3,A174,1,1,A143,A93,A73,2,A121,A49,A61,A14,0,A101,A201,1,1
860,1,1905,A32,15,A151,4,A174,1,1,A143,A93,A75,4,A123,A46,A61,A13,0,A101,A201,1,1
861,1,2353,A33,21,A152,1,A173,2,1,A143,A91,A73,4,A122,A40,A61,A12,1,A101,A201,1,1
862,1,1409,A32,13,A152,2,A173,1,1,A143,A92,A71,4,A121,A43,A62,A14,1,A101,A201,1,1
863,1,2132,A34,10,A151,2,A173,2,1,A143,A92,A72,3,A121,A42,A65,A11,1,A102,A202,1,1
864,1,1258,A32,24,A152,3,A172,1,1,A143,A92,A73,3,A123,A43,A63,A13,1,A101,A201,1,1
865,1,6148,A30,20,A152,3,A173,2,1,A141,A94,A75,4,A123,A41,A62,A12,0,A101,A201,1,1
866,1,2820,A34,36,A152,4,A173,2,1,A143,A91,A72,4,A123,A40,A61,A12,1,A101,A201,0,1
867,1,6143,A34,48,A153,4,A172,2,1,A142,A92,A75,4,A124,A41,A61,A11,1,A101,A201,0,1
868,1,2463,A34,24,A152,4,A173,2,1,A143,A94,A74,3,A122,A40,A62,A14,0,A101,A201,1,1
869,1,3612,A34,18,A152,3,A173,1,1,A143,A92,A75,4,A122,A42,A61,A12,0,A101,A201,1,1
870,1,2333,A33,24,A152,4,A172,1,1,A141,A93,A72,2,A122,A42,A65,A12,1,A101,A201,1,1
871,1,3711,A32,36,A152,2,A173,1,1,A143,A94,A73,2,A123,A46,A65,A12,1,A101,A201,1,1
872,1,338,A34,6,A152,4,A173,2,1,A143,A93,A75,4,A123,A43,A63,A11,1,A101,A201,1,1
873,0,674,A32,12,A152,4,A173,1,1,A143,A94,A74,1,A122,A43,A62,A11,1,A101,A201,0,0
874,0,3186,A32,15,A151,2,A173,1,1,A143,A92,A74,3,A123,A40,A64,A14,1,A101,A201,1,0
875,1,4576,A34,45,A152,3,A173,1,1,A143,A93,A71,4,A123,A41,A62,A12,1,A101,A201,1,1
876,1,6403,A33,24,A152,1,A173,1,1,A143,A93,A72,2,A123,A43,A61,A12,1,A101,A201,1,1
877,0,2150,A32,30,A152,4,A173,1,1,A141,A92,A73,2,A124,A40,A61,A12,1,A103,A201,0,0
878,1,4280,A30,30,A151,4,A172,2,1,A143,A92,A73,4,A123,A49,A62,A12,1,A101,A201,0,1
879,1,1344,A33,12,A152,4,A172,2,2,A143,A93,A73,2,A121,A40,A61,A11,1,A101,A201,1,1
880,1,3595,A32,36,A152,4,A173,1,1,A143,A93,A75,2,A123,A43,A61,A14,1,A101,A201,1,1
881,1,6468,A32,12,A152,2,A174,1,1,A143,A93,A71,1,A124,A43,A65,A12,0,A101,A201,0,1
882,1,14896,A32,6,A152,1,A174,1,1,A141,A93,A75,4,A124,A40,A61,A11,0,A101,A201,0,1
883,1,700,A34,6,A153,4,A173,2,1,A143,A93,A75,4,A124,A43,A65,A14,1,A101,A201,1,1
884,0,3031,A32,45,A151,4,A173,1,1,A143,A93,A73,4,A122,A43,A62,A12,1,A103,A201,0,0
885,1,1199,A34,24,A152,4,A172,2,1,A143,A93,A75,4,A123,A40,A61,A11,1,A101,A201,0,1
886,1,1680,A32,12,A152,3,A173,1,1,A143,A94,A75,1,A121,A43,A63,A11,1,A101,A201,1,1
887,1,1919,A33,30,A152,4,A174,2,1,A142,A93,A72,3,A124,A43,A62,A12,1,A101,A201,0,1
888,0,5595,A32,72,A152,2,A173,1,1,A143,A94,A73,2,A123,A43,A62,A12,1,A101,A201,0,0
889,1,3832,A32,9,A152,1,A172,1,1,A143,A93,A75,4,A121,A46,A65,A14,1,A101,A201,1,1
890,0,1107,A32,12,A151,2,A174,1,2,A143,A93,A73,2,A121,A43,A61,A11,0,A101,A201,1,0
891,1,1503,A34,4,A152,2,A172,2,2,A143,A93,A74,1,A121,A43,A61,A14,1,A101,A201,1,1
892,1,9277,A32,24,A153,2,A173,1,1,A143,A91,A73,4,A124,A41,A65,A14,0,A101,A201,1,1
893,1,618,A34,12,A152,4,A173,1,1,A143,A93,A75,4,A121,A43,A61,A14,1,A101,A201,1,1
894,1,1364,A32,10,A152,2,A173,1,1,A143,A92,A73,4,A123,A40,A61,A14,0,A101,A201,1,1
895,1,2978,A33,24,A152,4,A173,2,2,A143,A93,A73,4,A121,A49,A65,A14,0,A101,A201,1,1
896,1,639,A32,12,A152,4,A173,1,1,A143,A93,A73,2,A123,A45,A61,A12,1,A101,A201,0,1
897,0,3573,A34,12,A152,1,A172,1,1,A143,A92,A73,1,A121,A43,A61,A12,1,A101,A201,1,0
898,1,2924,A32,24,A152,3,A173,1,2,A141,A93,A73,4,A124,A41,A61,A11,0,A103,A201,1,1
899,0,1980,A32,9,A151,2,A173,2,1,A143,A92,A72,2,A123,A42,A61,A14,1,A102,A201,0,0
900,1,2684,A34,24,A152,4,A172,2,1,A143,A93,A73,2,A121,A43,A61,A14,1,A101,A201,1,1
901,1,1333,A33,24,A153,4,A173,2,2,A143,A93,A71,2,A121,A40,A61,A11,1,A101,A201,0,1
902,1,2302,A32,36,A151,4,A173,1,1,A143,A91,A73,4,A123,A43,A61,A11,1,A101,A201,0,1
903,1,929,A32,24,A152,4,A173,1,1,A142,A93,A74,2,A123,A42,A65,A14,0,A101,A201,1,1
904,1,907,A32,8,A152,3,A173,1,1,A143,A94,A72,2,A121,A49,A61,A12,0,A101,A201,1,1
905,1,4151,A33,24,A152,2,A173,2,1,A143,A93,A73,3,A122,A42,A62,A14,1,A101,A201,1,1
906,0,5848,A32,36,A152,4,A173,1,1,A143,A93,A73,1,A123,A43,A61,A13,1,A101,A201,1,0
907,1,2439,A32,24,A152,4,A173,1,1,A143,A92,A72,4,A121,A43,A61,A11,0,A101,A201,0,1
908,1,2058,A34,24,A152,4,A173,2,1,A143,A91,A73,2,A121,A45,A61,A14,0,A101,A201,1,1
909,1,3578,A34,48,A152,4,A173,1,1,A143,A93,A75,1,A121,A43,A65,A14,0,A101,A201,1,1
910,1,1337,A30,9,A152,4,A174,2,1,A143,A93,A72,2,A123,A43,A61,A13,0,A101,A201,0,1
911,0,3016,A32,12,A152,3,A173,1,1,A143,A94,A73,1,A123,A43,A61,A13,1,A101,A201,1,0
912,1,1620,A32,12,A152,2,A173,1,1,A143,A92,A73,3,A122,A42,A61,A11,1,A102,A201,1,1
913,0,3650,A32,18,A151,1,A173,1,1,A143,A92,A72,4,A123,A42,A61,A11,1,A101,A201,1,0
914,1,8229,A32,36,A152,2,A173,1,2,A143,A93,A73,2,A122,A41,A61,A11,1,A101,A201,0,1
915,1,7763,A32,48,A153,4,A174,1,1,A141,A93,A75,4,A124,A40,A61,A11,1,A101,A201,0,1
916,1,2141,A32,12,A152,3,A173,1,1,A143,A93,A74,1,A124,A43,A62,A14,1,A101,A201,1,1
917,0,685,A32,12,A152,2,A172,1,1,A141,A94,A74,3,A123,A40,A61,A12,1,A101,A201,0,0
918,1,11054,A34,36,A152,4,A174,1,1,A143,A93,A73,2,A123,A41,A65,A14,0,A101,A201,1,1
919,1,1867,A32,30,A152,4,A173,1,1,A143,A93,A75,4,A123,A43,A65,A14,0,A101,A201,1,1
920,0,660,A32,6,A151,2,A172,1,1,A143,A94,A74,4,A121,A45,A63,A14,1,A101,A201,1,0
921,1,3416,A32,27,A152,3,A174,1,1,A143,A93,A73,2,A123,A43,A61,A11,1,A101,A201,1,1
922,1,1316,A34,15,A152,2,A172,2,1,A143,A94,A73,2,A122,A43,A63,A14,1,A101,A201,1,1
923,0,1845,A32,45,A153,4,A173,1,1,A143,A93,A73,4,A124,A43,A61,A11,0,A101,A201,0,0
924,1,4583,A30,30,A152,2,A173,2,1,A143,A91,A73,2,A121,A42,A61,A11,1,A103,A201,1,1
925,1,7418,A33,60,A152,1,A172,1,1,A143,A93,A73,1,A121,A43,A65,A12,1,A101,A201,1,1
926,1,9857,A33,36,A152,1,A172,2,2,A143,A93,A74,3,A122,A49,A62,A12,0,A101,A201,1,1
927,0,2996,A32,24,A152,2,A173,1,1,A143,A94,A73,4,A123,A42,A65,A11,1,A101,A201,0,0
928,1,6260,A32,18,A151,3,A172,1,1,A143,A93,A74,3,A121,A40,A61,A12,1,A101,A201,1,1
929,0,2214,A32,12,A152,4,A172,1,1,A143,A93,A73,3,A122,A43,A61,A11,1,A101,A201,1,0
930,1,2397,A32,24,A152,3,A173,2,1,A141,A93,A75,2,A123,A43,A63,A14,0,A101,A201,0,1
931,1,1414,A32,8,A152,4,A173,1,1,A143,A93,A73,2,A121,A43,A61,A12,1,A103,A202,1,1
