inputId,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
15175,10.0,10.0,33.7,3.3,1.72,1.58,1.0,4.0,1.0,1.0,5.0,1.0
15176,7.0,4.0,39.0,3.9,0.4,-0.27,1.0,4.0,1.0,1.0,4.0,1.0
15177,8.0,9.0,36.0,3.2,0.74,1.16,1.0,3.0,1.0,1.0,3.0,1.0
15178,10.0,10.0,37.0,3.0,2.1,1.57,1.0,3.0,1.0,1.0,3.0,1.0
15179,1.0,2.0,29.0,2.8,-1.64,-1.0,1.0,1.0,0.0,0.0,4.0,1.0
15180,6.0,8.0,32.0,3.0,0.17,0.6,1.0,4.0,1.0,1.0,3.0,1.0
15181,9.0,9.0,46.0,3.0,0.95,1.2,1.0,2.0,0.0,1.0,5.0,1.0
15182,8.0,9.0,45.0,2.7,0.72,1.04,1.0,2.0,1.0,1.0,4.0,1.0
15183,8.0,8.0,42.0,3.9,0.82,0.85,1.0,4.0,1.0,1.0,4.0,1.0
15184,6.0,7.0,43.0,3.0,0.31,0.54,1.0,3.0,1.0,1.0,4.0,1.0
15185,10.0,10.0,38.0,3.1,1.3,1.33,1.0,2.0,0.0,1.0,5.0,1.0
15186,7.0,6.0,36.0,3.1,0.37,0.13,1.0,3.0,1.0,1.0,3.0,1.0
15187,6.0,5.0,40.0,2.5,0.29,-0.09,1.0,3.0,1.0,1.0,3.0,1.0
15188,6.0,6.0,37.0,2.9,0.18,0.14,2.0,3.0,1.0,1.0,5.0,1.0
15189,7.0,4.0,46.0,3.0,0.4,-0.29,1.0,2.0,1.0,1.0,4.0,1.0
15190,4.0,6.0,33.0,2.7,-0.24,0.1,1.0,4.0,0.0,1.0,3.0,1.0
15191,2.0,3.0,35.0,3.6,-0.79,-0.65,1.0,3.0,0.0,1.0,3.0,1.0
15192,8.0,8.0,35.0,3.6,0.74,0.76,1.0,3.0,0.0,1.0,5.0,1.0
15193,1.0,2.0,33.0,3.0,-1.3,-1.01,1.0,4.0,1.0,0.0,5.0,1.0
15194,9.0,9.0,42.0,2.8,1.23,0.95,1.0,2.0,1.0,1.0,6.0,1.0
15195,6.0,5.0,44.0,3.2,0.1,-0.1,1.0,4.0,1.0,1.0,3.0,1.0
15196,1.0,1.0,44.0,3.5,-1.53,-2.56,1.0,4.0,1.0,1.0,5.0,1.0
15197,6.0,6.0,38.0,3.6,0.22,0.18,1.0,4.0,0.0,1.0,4.0,1.0
15198,3.0,2.0,30.0,3.1,-0.58,-1.11,1.0,3.0,1.0,1.0,4.0,1.0
15199,1.0,2.0,27.0,2.7,-1.9,-1.27,1.0,4.0,0.0,0.0,3.0,0.0
15200,1.0,1.0,29.0,3.0,-2.16,-2.45,1.0,3.0,0.0,0.0,3.0,0.0
15201,3.0,4.0,35.0,3.0,-0.59,-0.4,1.0,4.0,0.0,1.0,4.0,0.0
15202,10.0,10.0,42.0,3.4,1.64,1.63,1.0,3.0,1.0,1.0,3.0,1.0
15203,6.0,6.0,40.0,3.6,0.21,0.1,1.0,3.0,0.0,1.0,3.0,1.0
15204,5.0,6.0,41.0,2.6,-0.06,0.04,1.0,4.0,0.0,0.0,6.0,1.0
15205,8.0,8.0,42.0,3.3,0.72,0.63,1.0,4.0,1.0,1.0,4.0,1.0
15206,8.0,8.0,38.0,3.8,0.73,0.83,1.0,4.0,0.0,1.0,4.0,1.0
15207,2.0,3.0,33.0,3.1,-0.84,-0.64,1.0,4.0,1.0,1.0,3.0,1.0
15208,2.0,3.0,32.0,2.6,-1.02,-0.82,1.0,2.0,0.0,0.0,5.0,1.0
15209,6.0,5.0,35.0,2.4,0.1,-0.21,1.0,5.0,1.0,1.0,3.0,1.0
15210,10.0,10.0,30.0,3.3,1.39,1.64,1.0,3.0,1.0,0.0,1.0,1.0
15211,7.0,3.0,44.0,3.6,0.35,-0.54,1.0,3.0,1.0,1.0,6.0,1.0
15212,8.0,6.0,38.0,3.2,0.69,0.23,1.0,4.0,0.0,1.0,3.0,1.0
15213,6.0,8.0,45.0,3.8,0.2,0.57,1.0,5.0,0.0,1.0,5.0,1.0
15214,7.0,9.0,40.0,3.9,0.44,1.12,1.0,4.0,0.0,1.0,3.0,1.0
15215,6.0,7.0,42.0,3.8,0.35,0.35,1.0,4.0,0.0,1.0,6.0,1.0
15216,5.0,6.0,38.0,3.1,-0.08,0.03,1.0,2.0,1.0,1.0,3.0,1.0
15217,4.0,4.0,41.0,3.4,-0.39,-0.51,1.0,4.0,1.0,1.0,4.0,1.0
15218,10.0,2.0,37.0,2.5,2.29,-1.09,1.0,4.0,0.0,1.0,6.0,1.0
15219,9.0,9.0,36.5,3.9,1.0,0.98,1.0,4.0,0.0,1.0,5.0,1.0
15220,3.0,3.0,43.0,4.0,-0.5,-0.67,1.0,3.0,0.0,1.0,6.0,1.0
15221,3.0,5.0,36.0,3.2,-0.51,-0.13,1.0,3.0,1.0,1.0,3.0,1.0
15222,9.0,9.0,30.0,3.6,0.98,0.92,1.0,4.0,1.0,1.0,3.0,1.0
15223,1.0,5.0,41.0,3.7,-1.54,-0.2,1.0,4.0,1.0,1.0,6.0,1.0
15224,6.0,7.0,38.5,3.0,0.17,0.5,1.0,3.0,1.0,1.0,5.0,1.0
15225,4.0,7.0,37.0,4.0,-0.27,0.54,2.0,4.0,0.0,1.0,3.0,0.0
15226,3.0,1.0,18.0,3.2,-0.58,-1.38,1.0,3.0,0.0,0.0,1.0,0.0
15227,7.0,7.0,39.0,3.5,0.45,0.44,1.0,3.0,0.0,1.0,4.0,1.0
15228,10.0,9.0,42.0,3.1,1.7,1.19,1.0,4.0,0.0,1.0,4.0,1.0
15229,8.0,8.0,48.0,2.3,0.8,0.72,2.0,4.0,0.0,1.0,4.0,1.0
15230,5.0,5.0,44.0,3.5,-0.15,-0.03,1.0,3.0,0.0,1.0,4.0,1.0
15231,2.0,2.0,34.0,3.1,-0.73,-0.99,1.0,2.0,1.0,1.0,4.0,1.0
15232,6.0,5.0,44.0,3.7,0.22,-0.07,1.0,3.0,0.0,1.0,6.0,1.0
15233,1.0,2.0,30.0,3.0,-1.42,-1.09,1.0,4.0,1.0,1.0,4.0,1.0
15234,10.0,10.0,38.0,3.8,1.4,1.73,1.0,5.0,1.0,1.0,3.0,1.0
15235,7.0,7.0,38.0,3.4,0.59,0.31,1.0,2.0,0.0,1.0,4.0,1.0
15236,7.0,7.0,30.5,3.4,0.39,0.52,1.0,3.0,0.0,1.0,3.0,1.0
15237,5.0,3.0,37.0,2.6,-0.15,-0.78,1.0,4.0,1.0,1.0,3.0,1.0
15238,6.0,5.0,36.0,2.5,0.07,-0.04,1.0,4.0,1.0,1.0,3.0,1.0
15239,4.0,4.0,37.0,3.3,-0.32,-0.48,1.0,4.0,0.0,1.0,3.0,1.0
15240,5.0,6.0,35.0,3.1,-0.1,0.17,1.0,3.0,1.0,1.0,5.0,1.0
15241,10.0,10.0,48.0,3.4,2.12,1.83,1.0,4.0,0.0,1.0,6.0,1.0
15242,2.0,2.0,30.0,2.8,-0.79,-1.2,1.0,5.0,1.0,1.0,3.0,0.0
15243,8.0,7.0,46.0,3.4,0.73,0.28,1.0,5.0,1.0,1.0,5.0,1.0
15244,5.0,5.0,30.0,3.2,-0.14,-0.32,1.0,4.0,1.0,1.0,2.0,1.0
15245,7.0,5.0,29.0,3.4,0.39,-0.03,1.0,5.0,1.0,1.0,3.0,1.0
15246,8.0,8.0,32.0,3.2,0.86,0.74,1.0,4.0,1.0,1.0,4.0,1.0
15247,3.0,1.0,31.0,3.4,-0.58,-1.45,1.0,3.0,0.0,0.0,4.0,1.0
15248,9.0,9.0,44.0,3.6,1.2,0.88,1.0,4.0,0.0,1.0,5.0,1.0
15249,9.0,8.0,46.0,3.4,0.97,0.64,1.0,4.0,1.0,1.0,6.0,1.0
15250,9.0,8.0,43.0,3.3,1.07,0.81,1.0,4.0,0.0,1.0,4.0,1.0
15251,6.0,7.0,39.0,3.6,0.2,0.45,1.0,3.0,0.0,1.0,3.0,1.0
15252,9.0,10.0,33.0,3.5,1.18,1.52,1.0,4.0,0.0,1.0,3.0,1.0
15253,8.0,7.0,40.0,3.4,0.67,0.4,1.0,3.0,1.0,1.0,5.0,1.0
15254,1.0,1.0,32.0,2.7,-1.77,-1.79,1.0,3.0,0.0,0.0,3.0,1.0
15255,2.0,3.0,33.0,2.8,-0.76,-0.61,1.0,4.0,0.0,1.0,4.0,1.0
15256,3.0,2.0,43.0,3.1,-0.57,-0.89,1.0,4.0,1.0,1.0,4.0,1.0
15257,5.0,2.0,36.5,3.0,0.02,-1.16,1.0,4.0,0.0,1.0,3.0,1.0
15258,9.0,9.0,41.0,2.5,1.11,1.27,1.0,3.0,1.0,1.0,2.0,1.0
15259,1.0,1.0,29.0,2.6,-1.18,-1.99,1.0,3.0,1.0,0.0,1.0,0.0
15260,9.0,9.0,34.0,3.5,1.24,1.28,1.0,3.0,0.0,1.0,2.0,1.0
15261,5.0,5.0,39.0,3.0,-0.06,-0.2,1.0,3.0,1.0,1.0,4.0,1.0
15262,2.0,2.0,37.0,3.7,-0.87,-1.16,1.0,3.0,1.0,1.0,3.0,0.0
15263,8.0,8.0,30.0,3.3,0.66,0.72,1.0,4.0,1.0,1.0,2.0,1.0
15264,7.0,6.0,43.0,3.6,0.38,0.1,1.0,4.0,1.0,1.0,5.0,1.0
15265,2.0,2.0,35.0,2.5,-1.01,-1.28,1.0,4.0,0.0,0.0,5.0,1.0
15266,8.0,5.0,45.0,2.8,0.84,0.0,1.0,4.0,1.0,1.0,5.0,1.0
15267,2.0,1.0,35.0,2.9,-0.86,-1.59,2.0,4.0,1.0,1.0,3.0,1.0
15268,7.0,7.0,33.0,3.6,0.49,0.4,1.0,4.0,1.0,1.0,4.0,1.0
15269,9.0,10.0,39.0,3.7,1.05,1.58,2.0,4.0,0.0,1.0,3.0,1.0
15270,3.0,4.0,37.0,3.5,-0.73,-0.44,1.0,4.0,0.0,1.0,4.0,1.0
15271,5.0,1.0,21.0,2.6,0.02,-1.77,1.0,1.0,0.0,0.0,1.0,0.0
15272,7.0,6.0,36.0,3.0,0.37,0.25,2.0,3.0,0.0,1.0,3.0,1.0
15273,1.0,4.0,34.0,3.4,-1.35,-0.49,1.0,3.0,1.0,1.0,3.0,1.0
15274,10.0,10.0,43.0,4.0,1.85,1.87,1.0,3.0,0.0,1.0,3.0,1.0
15275,8.0,7.0,27.5,3.4,0.79,0.32,1.0,5.0,1.0,1.0,2.0,1.0
15276,9.0,7.0,33.0,2.6,0.99,0.41,1.0,4.0,1.0,1.0,2.0,1.0
15277,2.0,1.0,37.0,3.7,-0.98,-1.46,1.0,4.0,1.0,1.0,4.0,1.0
15278,9.0,8.0,34.0,3.9,0.98,0.66,1.0,3.0,0.0,1.0,4.0,1.0
15279,9.0,10.0,34.0,3.3,1.02,1.43,1.0,4.0,1.0,1.0,3.0,1.0
15280,3.0,5.0,42.0,2.7,-0.55,-0.12,1.0,4.0,1.0,1.0,3.0,1.0
15281,7.0,9.0,40.0,3.3,0.36,0.93,1.0,4.0,0.0,1.0,4.0,1.0
15282,1.0,1.0,28.0,3.3,-1.66,-1.88,1.0,3.0,1.0,0.0,4.0,1.0
15283,2.0,4.0,32.0,3.0,-0.84,-0.34,1.0,4.0,0.0,1.0,2.0,0.0
15284,8.0,7.0,48.0,3.4,0.69,0.43,2.0,4.0,1.0,1.0,4.0,1.0
15285,7.0,8.0,45.0,2.8,0.56,0.71,1.0,4.0,1.0,1.0,3.0,1.0
15286,3.0,3.0,36.0,3.0,-0.56,-0.8,1.0,1.0,0.0,0.0,4.0,1.0
15287,7.0,9.0,34.5,2.9,0.53,0.95,1.0,4.0,1.0,1.0,3.0,1.0
15288,3.0,2.0,42.0,3.8,-0.56,-1.0,1.0,4.0,0.0,1.0,6.0,1.0
15289,5.0,6.0,44.0,3.6,-0.09,0.04,1.0,4.0,1.0,1.0,4.0,1.0
15290,2.0,3.0,37.0,3.0,-0.7,-0.77,1.0,4.0,1.0,1.0,3.0,1.0
15291,5.0,5.0,31.0,3.1,0.05,-0.06,1.0,3.0,0.0,1.0,3.0,1.0
15292,7.0,7.0,43.0,2.7,0.52,0.52,1.0,4.0,1.0,1.0,6.0,1.0
15293,6.0,4.0,41.0,2.9,0.25,-0.34,1.0,4.0,1.0,1.0,3.0,1.0
15294,8.0,10.0,39.0,2.9,0.63,1.38,1.0,4.0,1.0,1.0,4.0,1.0
15295,9.0,10.0,33.5,3.2,1.28,1.31,1.0,4.0,1.0,1.0,4.0,1.0
15296,8.0,7.0,35.0,3.7,0.6,0.35,1.0,2.0,1.0,1.0,5.0,1.0
15297,4.0,5.0,31.0,3.6,-0.24,-0.09,1.0,5.0,0.0,1.0,3.0,1.0
15298,9.0,10.0,41.0,3.6,1.22,1.32,1.0,4.0,0.0,1.0,5.0,1.0
15299,7.0,6.0,48.0,3.6,0.29,0.13,1.0,5.0,1.0,1.0,5.0,1.0
15300,7.0,8.0,34.0,3.6,0.46,0.59,1.0,3.0,0.0,1.0,3.0,1.0
15301,2.0,2.0,33.0,3.4,-1.04,-1.13,1.0,3.0,1.0,1.0,3.0,1.0
15302,4.0,5.0,38.0,3.5,-0.27,-0.25,1.0,4.0,1.0,1.0,3.0,1.0
15303,5.0,5.0,40.0,3.4,0.03,-0.02,1.0,4.0,1.0,1.0,4.0,1.0
15304,4.0,3.0,31.0,3.1,-0.32,-0.81,1.0,4.0,1.0,1.0,2.0,1.0
15305,9.0,8.0,46.0,3.6,1.0,0.77,1.0,3.0,1.0,1.0,6.0,1.0
15306,10.0,9.0,44.0,3.0,1.61,1.12,1.0,4.0,0.0,1.0,3.0,1.0
15307,3.0,2.0,43.0,2.8,-0.59,-1.0,1.0,4.0,1.0,1.0,4.0,1.0
15308,6.0,8.0,39.0,2.8,0.18,0.71,1.0,2.0,1.0,1.0,1.0,1.0
15309,4.0,5.0,32.0,3.8,-0.32,-0.21,2.0,3.0,0.0,1.0,4.0,1.0
15310,3.0,4.0,34.0,3.2,-0.45,-0.47,1.0,3.0,1.0,1.0,4.0,1.0
15311,1.0,2.0,23.0,3.6,-1.42,-1.08,1.0,5.0,1.0,1.0,3.0,0.0
15312,8.0,7.0,37.0,3.1,0.63,0.55,1.0,4.0,1.0,1.0,4.0,1.0
15313,4.0,3.0,27.3,3.1,-0.28,-0.82,1.0,3.0,0.0,1.0,3.0,1.0
15314,10.0,10.0,39.0,3.6,1.61,1.47,1.0,2.0,1.0,1.0,4.0,1.0
15315,8.0,9.0,36.0,3.3,0.83,1.02,1.0,3.0,1.0,1.0,4.0,1.0
15316,7.0,3.0,28.0,3.3,0.59,-0.62,1.0,4.0,1.0,1.0,4.0,1.0
15317,5.0,8.0,44.0,3.7,0.03,0.6,1.0,3.0,0.0,1.0,3.0,1.0
15318,6.0,6.0,39.0,2.5,0.24,0.15,1.0,3.0,1.0,1.0,2.0,1.0
15319,2.0,1.0,35.0,2.9,-0.92,-1.39,1.0,4.0,0.0,1.0,3.0,0.0
15320,5.0,4.0,46.0,3.3,0.01,-0.51,1.0,2.0,1.0,1.0,5.0,1.0
15321,7.0,8.0,36.0,3.3,0.43,0.55,1.0,5.0,1.0,1.0,3.0,1.0
15322,5.0,6.0,38.0,3.5,0.03,0.21,1.0,4.0,0.0,1.0,3.0,1.0
15323,1.0,1.0,29.0,2.9,-1.94,-1.6,1.0,4.0,0.0,0.0,6.0,1.0
15324,6.0,8.0,40.0,3.7,0.2,0.59,1.0,4.0,1.0,1.0,4.0,1.0
15325,4.0,2.0,38.0,3.7,-0.28,-0.92,1.0,3.0,1.0,1.0,4.0,1.0
15326,8.0,9.0,44.0,3.4,0.88,1.03,1.0,4.0,0.0,1.0,6.0,1.0
15327,10.0,10.0,42.0,3.1,2.39,2.06,2.0,3.0,1.0,1.0,5.0,1.0
15328,8.0,6.0,36.5,3.8,0.6,0.15,1.0,3.0,1.0,1.0,3.0,1.0
15329,1.0,3.0,41.0,3.8,-1.28,-0.79,1.0,4.0,0.0,1.0,4.0,1.0
15330,8.0,7.0,43.0,3.6,0.63,0.51,1.0,4.0,1.0,1.0,6.0,1.0
15331,5.0,5.0,36.0,3.0,-0.03,-0.21,1.0,3.0,1.0,1.0,6.0,1.0
15332,1.0,1.0,27.0,2.9,-1.95,-2.1,1.0,2.0,0.0,0.0,4.0,1.0
15333,1.0,2.0,27.0,2.6,-1.18,-1.17,1.0,2.0,1.0,1.0,5.0,1.0
15334,2.0,2.0,33.0,3.0,-1.06,-1.31,1.0,3.0,1.0,1.0,3.0,1.0
15335,9.0,9.0,44.0,3.8,1.13,1.08,1.0,3.0,0.0,1.0,4.0,1.0
15336,3.0,3.0,31.0,3.6,-0.48,-0.62,1.0,2.0,0.0,1.0,3.0,1.0
15337,4.0,4.0,27.0,3.9,-0.23,-0.36,1.0,3.0,0.0,1.0,3.0,0.0
15338,3.0,4.0,36.0,3.6,-0.58,-0.38,1.0,4.0,0.0,1.0,3.0,1.0
15339,3.0,3.0,34.0,2.6,-0.7,-0.67,1.0,4.0,0.0,1.0,2.0,1.0
15340,8.0,8.0,43.0,3.2,0.85,0.55,1.0,4.0,1.0,1.0,5.0,1.0
15341,1.0,1.0,25.0,2.5,-1.65,-1.8,1.0,4.0,0.0,0.0,4.0,0.0
15342,6.0,5.0,34.0,2.7,0.19,-0.1,1.0,4.0,1.0,1.0,3.0,1.0
15343,5.0,3.0,43.0,2.2,-0.08,-0.56,2.0,4.0,1.0,1.0,3.0,1.0
15344,5.0,7.0,30.0,3.0,-0.12,0.44,1.0,4.0,1.0,1.0,3.0,1.0
15345,8.0,10.0,37.0,3.5,0.87,1.77,1.0,2.0,1.0,1.0,5.0,1.0
15346,8.0,6.0,34.0,2.7,0.59,-0.04,1.0,2.0,1.0,1.0,2.0,1.0
15347,1.0,2.0,33.0,2.7,-1.28,-1.25,1.0,3.0,1.0,0.0,6.0,1.0
15348,5.0,7.0,43.0,2.9,0.07,0.27,1.0,3.0,1.0,1.0,6.0,1.0
15349,8.0,9.0,45.0,3.1,0.92,0.91,1.0,4.0,0.0,1.0,6.0,1.0
15350,2.0,2.0,36.0,3.1,-1.04,-0.87,1.0,3.0,0.0,1.0,6.0,1.0
15351,4.0,3.0,44.0,3.0,-0.25,-0.56,1.0,4.0,1.0,1.0,4.0,1.0
15352,5.0,5.0,33.0,3.6,0.02,-0.13,1.0,4.0,0.0,1.0,1.0,1.0
15353,9.0,8.0,36.0,3.7,0.92,0.63,1.0,4.0,1.0,1.0,4.0,1.0
15354,8.0,9.0,41.0,3.9,0.87,0.96,1.0,4.0,0.0,1.0,4.0,1.0
15355,7.0,8.0,45.0,2.6,0.45,0.57,1.0,5.0,1.0,1.0,4.0,1.0
15356,3.0,5.0,38.0,3.3,-0.48,-0.18,1.0,4.0,0.0,1.0,3.0,1.0
15357,4.0,4.0,46.0,3.5,-0.18,-0.43,1.0,4.0,1.0,1.0,6.0,1.0
15358,7.0,5.0,33.0,3.0,0.47,-0.04,1.0,4.0,1.0,1.0,3.0,1.0
15359,6.0,7.0,23.0,3.3,0.35,0.43,1.0,4.0,0.0,0.0,1.0,0.0
15360,10.0,10.0,31.0,3.3,1.77,1.43,2.0,4.0,0.0,1.0,5.0,1.0
15361,8.0,5.0,40.0,3.4,0.87,-0.15,1.0,3.0,1.0,1.0,4.0,0.0
15362,4.0,5.0,32.0,4.0,-0.31,-0.1,1.0,3.0,0.0,1.0,3.0,1.0
15363,8.0,8.0,43.0,2.2,0.83,0.62,1.0,5.0,1.0,1.0,6.0,1.0
15364,3.0,3.0,42.0,4.0,-0.5,-0.71,1.0,4.0,0.0,1.0,6.0,1.0
15365,2.0,1.0,26.0,3.6,-0.79,-1.93,1.0,3.0,0.0,0.0,4.0,1.0
15366,5.0,7.0,35.5,3.0,-0.14,0.26,1.0,4.0,0.0,1.0,5.0,1.0
15367,5.0,4.0,29.0,3.4,-0.19,-0.44,1.0,4.0,1.0,1.0,2.0,1.0
15368,2.0,3.0,44.0,3.5,-1.07,-0.78,1.0,3.0,1.0,1.0,6.0,1.0
15369,9.0,9.0,42.0,3.1,0.99,0.92,1.0,2.0,0.0,1.0,4.0,1.0
15370,4.0,5.0,40.0,3.3,-0.32,-0.14,1.0,3.0,1.0,1.0,4.0,1.0
15371,1.0,2.0,38.0,3.7,-1.56,-1.11,1.0,4.0,0.0,1.0,4.0,1.0
15372,4.0,4.0,38.0,3.0,-0.26,-0.31,1.0,5.0,1.0,1.0,3.0,1.0
15373,6.0,6.0,40.0,3.7,0.21,0.2,1.0,3.0,0.0,1.0,3.0,1.0
15374,5.0,5.0,42.0,3.5,0.07,-0.05,1.0,3.0,1.0,1.0,4.0,1.0
15375,8.0,8.0,43.0,2.8,0.73,0.74,1.0,3.0,0.0,1.0,4.0,1.0
15376,4.0,8.0,34.0,3.4,-0.19,0.57,1.0,4.0,0.0,1.0,3.0,1.0
15377,1.0,1.0,24.0,2.6,-2.07,-2.06,1.0,3.0,0.0,0.0,4.0,0.0
15378,8.0,8.0,33.5,3.3,0.74,0.62,1.0,4.0,0.0,1.0,4.0,1.0
15379,5.0,9.0,30.0,2.8,-0.11,0.91,1.0,4.0,1.0,1.0,5.0,1.0
15380,5.0,4.0,27.0,2.6,-0.13,-0.33,1.0,4.0,1.0,1.0,3.0,1.0
15381,4.0,5.0,38.0,3.9,-0.35,0.01,1.0,4.0,0.0,1.0,5.0,1.0
15382,5.0,5.0,38.0,3.8,-0.08,-0.23,1.0,2.0,0.0,1.0,3.0,1.0
15383,5.0,4.0,39.0,3.4,0.01,-0.4,1.0,4.0,1.0,1.0,3.0,1.0
15384,8.0,8.0,43.0,3.8,0.85,0.65,1.0,4.0,0.0,1.0,5.0,1.0
15385,6.0,7.0,43.5,2.4,0.13,0.49,1.0,4.0,0.0,1.0,4.0,0.0
15386,6.0,8.0,34.0,3.0,0.19,0.82,1.0,3.0,1.0,1.0,3.0,1.0
15387,9.0,9.0,33.0,3.1,1.25,1.31,2.0,4.0,1.0,1.0,3.0,1.0
15388,1.0,1.0,32.0,3.1,-1.39,-1.71,2.0,1.0,0.0,0.0,3.0,0.0
15389,5.0,4.0,36.0,3.4,-0.08,-0.35,1.0,4.0,0.0,1.0,3.0,1.0
15390,9.0,8.0,42.0,3.7,0.87,0.83,1.0,4.0,0.0,1.0,3.0,1.0
15391,9.0,8.0,32.0,3.5,1.12,0.72,1.0,4.0,0.0,1.0,3.0,1.0
15392,7.0,5.0,35.0,2.9,0.45,-0.21,1.0,4.0,0.0,1.0,5.0,1.0
15393,8.0,6.0,42.0,3.1,0.68,0.27,1.0,5.0,1.0,1.0,4.0,1.0
15394,1.0,2.0,25.0,3.1,-1.62,-1.23,1.0,3.0,1.0,0.0,4.0,1.0
15395,1.0,1.0,28.0,3.0,-1.77,-1.62,1.0,3.0,1.0,0.0,6.0,1.0
15396,5.0,6.0,41.0,3.4,-0.02,0.08,1.0,3.0,0.0,1.0,3.0,1.0
15397,2.0,5.0,41.0,2.7,-1.14,0.0,1.0,5.0,1.0,1.0,6.0,1.0
15398,8.0,5.0,41.0,3.7,0.75,-0.2,1.0,4.0,1.0,1.0,5.0,1.0
15399,8.0,9.0,30.5,2.7,0.78,0.92,1.0,4.0,0.0,1.0,2.0,1.0
15400,1.0,1.0,37.0,2.9,-1.2,-1.32,1.0,4.0,1.0,1.0,3.0,1.0
15401,4.0,4.0,31.0,2.7,-0.2,-0.48,1.0,4.0,1.0,1.0,3.0,0.0
15402,3.0,3.0,39.0,3.2,-0.43,-0.57,1.0,3.0,1.0,1.0,4.0,1.0
15403,3.0,4.0,33.0,3.1,-0.46,-0.49,1.0,4.0,0.0,1.0,5.0,1.0
15404,10.0,10.0,40.0,3.0,1.75,1.45,1.0,2.0,1.0,1.0,3.0,1.0
15405,5.0,5.0,29.0,2.8,-0.12,-0.17,1.0,3.0,1.0,1.0,2.0,1.0
15406,1.0,2.0,30.0,3.0,-1.17,-1.16,2.0,2.0,1.0,1.0,3.0,1.0
15407,6.0,7.0,38.0,3.5,0.23,0.4,1.0,4.0,1.0,1.0,5.0,1.0
15408,3.0,3.0,34.0,3.2,-0.45,-0.68,1.0,3.0,1.0,1.0,3.0,1.0
15409,9.0,10.0,39.0,3.8,0.94,1.3,1.0,4.0,1.0,1.0,5.0,1.0
15410,9.0,9.0,38.0,3.2,0.93,0.96,1.0,3.0,0.0,1.0,4.0,1.0
15411,3.0,4.0,42.0,3.8,-0.82,-0.45,1.0,4.0,0.0,1.0,6.0,1.0
15412,10.0,10.0,36.0,3.9,1.71,1.37,1.0,3.0,1.0,1.0,4.0,1.0
15413,3.0,2.0,41.0,3.1,-0.61,-0.86,1.0,3.0,0.0,1.0,5.0,1.0
15414,1.0,2.0,36.0,3.8,-1.23,-1.04,1.0,4.0,1.0,1.0,3.0,0.0
15415,4.0,8.0,41.0,3.4,-0.23,0.57,1.0,4.0,1.0,1.0,5.0,1.0
15416,7.0,9.0,30.5,3.8,0.57,0.93,1.0,4.0,1.0,1.0,4.0,1.0
15417,8.0,5.0,45.0,2.5,0.87,-0.11,1.0,5.0,1.0,1.0,4.0,1.0
15418,2.0,2.0,35.0,3.1,-0.83,-0.93,1.0,3.0,1.0,1.0,3.0,1.0
15419,9.0,7.0,42.0,3.8,1.07,0.36,1.0,4.0,0.0,1.0,5.0,1.0
15420,8.0,8.0,40.0,3.3,0.74,0.76,1.0,4.0,1.0,1.0,5.0,1.0
15421,4.0,4.0,36.0,3.6,-0.37,-0.41,1.0,4.0,1.0,1.0,3.0,1.0
15422,7.0,7.0,38.0,3.5,0.48,0.43,1.0,3.0,0.0,1.0,4.0,1.0
15423,6.0,6.0,27.0,3.5,0.24,0.06,1.0,4.0,1.0,1.0,3.0,1.0
15424,10.0,9.0,45.0,3.5,1.82,1.06,2.0,3.0,1.0,1.0,5.0,1.0
15425,6.0,5.0,38.0,2.9,0.24,-0.12,1.0,3.0,0.0,1.0,3.0,1.0
15426,9.0,9.0,37.0,3.3,1.06,0.99,1.0,4.0,1.0,1.0,4.0,1.0
15427,7.0,7.0,38.0,3.1,0.44,0.3,2.0,4.0,1.0,1.0,3.0,1.0
15428,1.0,1.0,35.0,2.0,-1.71,-2.29,1.0,3.0,1.0,0.0,2.0,0.0
15429,5.0,5.0,39.0,3.1,-0.08,-0.2,1.0,5.0,1.0,1.0,3.0,1.0
15430,7.0,8.0,35.0,3.2,0.46,0.61,1.0,3.0,1.0,1.0,3.0,1.0
15431,7.0,7.0,39.0,3.7,0.5,0.35,1.0,3.0,0.0,1.0,3.0,1.0
15432,8.0,7.0,34.0,3.6,0.67,0.31,1.0,4.0,0.0,1.0,5.0,1.0
15433,3.0,5.0,37.0,3.3,-0.7,-0.15,2.0,3.0,1.0,1.0,4.0,1.0
15434,1.0,2.0,43.5,3.8,-1.31,-1.0,1.0,3.0,1.0,1.0,5.0,1.0
15435,6.0,2.0,36.0,2.7,0.21,-1.32,1.0,4.0,1.0,1.0,4.0,0.0
15436,10.0,10.0,28.0,3.6,1.51,1.47,1.0,4.0,0.0,1.0,3.0,1.0
15437,10.0,10.0,41.0,3.4,1.93,1.85,1.0,4.0,0.0,1.0,3.0,1.0
15438,7.0,6.0,42.0,2.7,0.57,0.14,1.0,5.0,1.0,0.0,4.0,1.0
15439,8.0,7.0,31.0,2.8,0.78,0.46,1.0,5.0,0.0,1.0,5.0,1.0
15440,9.0,10.0,44.0,3.0,1.05,1.47,1.0,3.0,1.0,1.0,3.0,1.0
15441,10.0,10.0,40.0,3.6,1.9,2.12,1.0,3.0,0.0,1.0,3.0,1.0
15442,4.0,4.0,31.0,3.5,-0.29,-0.48,1.0,4.0,0.0,1.0,4.0,0.0
